date,p1CharCode,p2CharCode,winner 
08-24 19:28:17,13,4,2
08-24 19:28:15,11,0,1
08-24 19:28:10,12,12,1
08-24 19:28:08,14,0,2
08-24 19:28:08,9,12,1
08-24 19:28:08,15,0,1
08-24 19:28:06,15,7,1
08-24 19:28:03,1,9,2
08-24 19:28:03,8,3,2
08-24 19:27:58,6,2,2
08-24 19:27:57,5,2,2
08-24 19:27:57,5,11,1
08-24 19:27:56,4,3,2
08-24 19:27:56,1,5,2
08-24 19:27:53,11,9,2
08-24 19:27:53,3,1,2
08-24 19:27:52,5,2,2
08-24 19:27:51,0,5,2
08-24 19:27:50,1,15,2
08-24 19:27:50,15,2,2
08-24 19:27:50,11,7,2
08-24 19:27:48,12,8,2
08-24 19:27:45,12,7,2
08-24 19:27:40,11,0,1
08-24 19:27:40,9,3,2
08-24 19:27:38,4,5,1
08-24 19:27:38,1,3,1
08-24 19:27:38,4,0,1
08-24 19:27:37,9,8,1
08-24 19:27:33,1,0,1
08-24 19:27:31,2,4,1
08-24 19:27:31,9,6,1
08-24 19:27:30,1,1,1
08-24 19:27:30,7,7,2
08-24 19:27:25,15,3,1
08-24 19:27:24,1,13,2
08-24 19:27:22,4,15,1
08-24 19:27:20,11,1,1
08-24 19:27:17,12,7,2
08-24 19:27:16,0,0,2
08-24 19:27:16,1,0,2
08-24 19:27:12,9,12,2
08-24 19:27:10,1,12,1
08-24 19:27:08,1,12,2
08-24 19:27:06,12,8,2
08-24 19:27:03,6,2,1
08-24 19:27:03,7,9,1
08-24 19:27:02,0,13,2
08-24 19:26:59,1,5,2
08-24 19:26:59,11,8,2
08-24 19:26:55,8,1,2
08-24 19:26:54,12,0,1
08-24 19:26:53,11,10,2
08-24 19:26:50,0,15,1
08-24 19:26:48,1,9,1
08-24 19:26:46,14,5,2
08-24 19:26:45,1,8,2
08-24 19:26:45,4,5,2
08-24 19:26:44,0,13,1
08-24 19:26:40,2,10,2
08-24 19:26:39,9,8,1
08-24 19:26:38,1,11,2
08-24 19:26:38,11,0,1
08-24 19:26:37,10,12,1
08-24 19:26:36,15,7,2
08-24 19:26:36,0,2,1
08-24 19:26:35,10,14,1
08-24 19:26:33,3,4,1
08-24 19:26:33,4,14,1
08-24 19:26:33,1,5,2
08-24 19:26:32,0,3,1
08-24 19:26:31,9,0,2
08-24 19:26:30,0,14,2
08-24 19:26:30,1,9,2
08-24 19:26:29,4,5,2
08-24 19:26:28,15,0,1
08-24 19:26:27,5,4,1
08-24 19:26:27,9,7,1
08-24 19:26:23,2,0,1
08-24 19:26:19,5,11,1
08-24 19:26:18,7,1,1
08-24 19:26:17,0,6,1
08-24 19:26:15,11,13,2
08-24 19:26:15,11,13,2
08-24 19:26:15,7,7,2
08-24 19:26:13,11,12,1
08-24 19:26:11,10,4,1
08-24 19:26:08,0,5,1
08-24 19:26:05,12,10,1
08-24 19:26:05,10,5,1
08-24 19:26:04,1,3,1
08-24 19:26:03,15,3,2
08-24 19:25:58,9,2,1
08-24 19:25:57,4,12,1
08-24 19:25:55,11,1,2
08-24 19:25:54,15,2,1
08-24 19:25:52,12,12,1
08-24 19:25:51,14,0,2
08-24 19:25:50,11,7,2
08-24 19:25:50,1,8,2
08-24 19:25:49,1,15,2
08-24 19:25:48,12,7,2
08-24 19:25:48,13,8,1
08-24 19:25:47,9,3,1
08-24 19:25:47,10,9,1
08-24 19:25:46,13,4,2
08-24 19:25:44,5,11,1
08-24 19:25:44,3,7,1
08-24 19:25:43,1,12,1
08-24 19:25:42,5,15,2
08-24 19:25:40,3,6,1
08-24 19:25:38,6,8,2
08-24 19:25:32,12,7,1
08-24 19:25:31,8,3,2
08-24 19:25:31,1,13,2
08-24 19:25:29,11,1,1
08-24 19:25:28,2,4,1
08-24 19:25:27,7,9,2
08-24 19:25:25,11,9,1
08-24 19:25:25,5,2,2
08-24 19:25:22,4,3,2
08-24 19:25:19,4,5,1
08-24 19:25:17,11,8,2
08-24 19:25:12,9,6,1
08-24 19:25:12,11,14,1
08-24 19:25:12,12,4,2
08-24 19:25:11,9,8,1
08-24 19:25:11,0,0,2
08-24 19:25:07,9,15,1
08-24 19:25:02,10,4,2
08-24 19:25:01,11,14,1
08-24 19:25:01,11,0,1
08-24 19:25:00,3,4,1
08-24 19:24:59,12,8,2
08-24 19:24:59,11,10,1
08-24 19:24:58,6,4,1
08-24 19:24:58,2,1,1
08-24 19:24:55,2,0,1
08-24 19:24:54,2,1,1
08-24 19:24:53,1,1,1
08-24 19:24:52,5,9,2
08-24 19:24:51,5,1,1
08-24 19:24:51,12,0,2
08-24 19:24:48,0,6,1
08-24 19:24:47,9,8,1
08-24 19:24:47,3,0,1
08-24 19:24:45,4,9,1
08-24 19:24:44,0,13,1
08-24 19:24:41,1,8,2
08-24 19:24:41,4,5,1
08-24 19:24:39,1,7,2
08-24 19:24:37,1,9,1
08-24 19:24:35,6,3,2
08-24 19:24:34,11,9,2
08-24 19:24:34,6,7,2
08-24 19:24:32,14,7,1
08-24 19:24:32,12,12,1
08-24 19:24:31,9,11,2
08-24 19:24:31,7,7,1
08-24 19:24:29,0,13,2
08-24 19:24:28,12,7,2
08-24 19:24:28,4,0,1
08-24 19:24:25,0,7,2
08-24 19:24:23,1,9,2
08-24 19:24:20,14,5,2
08-24 19:24:17,1,11,2
08-24 19:24:17,4,5,2
08-24 19:24:14,11,9,1
08-24 19:24:13,11,13,1
08-24 19:24:12,9,0,2
08-24 19:24:10,10,12,2
08-24 19:24:08,15,7,2
08-24 19:24:08,11,12,1
08-24 19:24:08,11,12,1
08-24 19:24:08,13,8,2
08-24 19:24:07,6,2,2
08-24 19:24:07,11,7,2
08-24 19:24:07,7,8,1
08-24 19:24:06,4,14,2
08-24 19:24:04,0,2,2
08-24 19:24:02,11,14,1
08-24 19:24:00,1,7,1
08-24 19:24:00,15,0,2
08-24 19:23:59,10,14,1
08-24 19:23:57,9,8,2
08-24 19:23:57,12,14,2
08-24 19:23:56,8,7,1
08-24 19:23:53,2,10,2
08-24 19:23:51,10,5,2
08-24 19:23:51,4,3,2
08-24 19:23:50,1,7,2
08-24 19:23:47,0,4,2
08-24 19:23:46,7,3,2
08-24 19:23:46,12,0,1
08-24 19:23:44,3,7,1
08-24 19:23:39,5,11,2
08-24 19:23:37,11,1,2
08-24 19:23:37,15,1,1
08-24 19:23:34,6,8,1
08-24 19:23:33,9,2,2
08-24 19:23:32,1,9,1
08-24 19:23:30,1,3,2
08-24 19:23:30,14,9,1
08-24 19:23:29,9,6,1
08-24 19:23:25,15,2,1
08-24 19:23:25,10,4,2
08-24 19:23:22,12,7,2
08-24 19:23:21,0,7,2
08-24 19:23:19,3,6,1
08-24 19:23:17,9,15,2
08-24 19:23:15,8,1,2
08-24 19:23:14,12,12,1
08-24 19:23:13,0,0,2
08-24 19:23:11,5,11,1
08-24 19:23:09,2,0,1
08-24 19:23:09,7,1,1
08-24 19:23:08,9,0,1
08-24 19:23:07,4,12,2
08-24 19:23:07,1,13,2
08-24 19:23:05,6,7,2
08-24 19:22:58,5,15,2
08-24 19:22:58,12,3,1
08-24 19:22:57,11,0,1
08-24 19:22:57,9,8,2
08-24 19:22:56,1,8,2
08-24 19:22:56,11,13,1
08-24 19:22:56,4,9,1
08-24 19:22:56,4,9,1
08-24 19:22:56,3,4,2
08-24 19:22:53,1,1,2
08-24 19:22:52,1,0,2
08-24 19:22:51,4,15,1
08-24 19:22:48,8,12,1
08-24 19:22:47,1,8,2
08-24 19:22:47,9,11,1
08-24 19:22:46,2,1,2
08-24 19:22:46,2,1,2
08-24 19:22:46,12,4,2
08-24 19:22:44,4,5,2
08-24 19:22:44,1,11,2
08-24 19:22:43,0,5,2
08-24 19:22:43,0,2,1
08-24 19:22:42,11,13,1
08-24 19:22:42,2,15,1
08-24 19:22:39,5,14,2
08-24 19:22:35,12,3,2
08-24 19:22:32,6,4,1
08-24 19:22:31,1,11,2
08-24 19:22:30,10,14,1
08-24 19:22:29,4,14,1
08-24 19:22:29,0,6,1
08-24 19:22:28,13,8,2
08-24 19:22:27,3,0,2
08-24 19:22:25,10,0,1
08-24 19:22:22,3,4,2
08-24 19:22:21,2,13,1
08-24 19:22:20,2,1,1
08-24 19:22:20,11,9,1
08-24 19:22:20,7,8,2
08-24 19:22:19,4,5,2
08-24 19:22:18,5,11,2
08-24 19:22:17,7,7,1
08-24 19:22:16,9,12,2
08-24 19:22:12,3,7,1
08-24 19:22:11,1,7,1
08-24 19:22:09,14,5,1
08-24 19:22:08,2,10,2
08-24 19:22:06,7,3,2
08-24 19:22:06,10,14,2
08-24 19:22:04,11,9,1
08-24 19:22:03,0,13,1
08-24 19:22:03,1,9,2
08-24 19:22:03,7,9,1
08-24 19:22:02,6,8,1
08-24 19:22:01,0,13,1
08-24 19:22:00,5,9,1
08-24 19:21:59,1,7,2
08-24 19:21:58,9,8,1
08-24 19:21:58,10,12,2
08-24 19:21:56,4,5,1
08-24 19:21:55,1,7,1
08-24 19:21:55,11,10,1
08-24 19:21:55,12,7,1
08-24 19:21:55,9,0,2
08-24 19:21:54,9,2,2
08-24 19:21:54,11,14,2
08-24 19:21:51,0,0,2
08-24 19:21:51,12,0,1
08-24 19:21:50,8,0,2
08-24 19:21:48,11,7,2
08-24 19:21:44,0,2,2
08-24 19:21:42,1,11,2
08-24 19:21:40,15,12,2
08-24 19:21:39,4,0,1
08-24 19:21:38,0,7,2
08-24 19:21:38,0,4,2
08-24 19:21:37,10,4,2
08-24 19:21:34,12,14,1
08-24 19:21:31,9,6,1
08-24 19:21:31,9,6,1
08-24 19:21:30,5,7,1
08-24 19:21:29,2,0,1
08-24 19:21:28,0,7,2
08-24 19:21:27,2,1,1
08-24 19:21:27,9,8,2
08-24 19:21:25,1,12,1
08-24 19:21:24,11,11,1
08-24 19:21:24,1,8,2
08-24 19:21:23,15,0,1
08-24 19:21:19,1,13,2
08-24 19:21:18,0,5,2
08-24 19:21:14,2,10,2
08-24 19:21:13,12,7,1
08-24 19:21:10,14,9,1
08-24 19:21:10,4,3,2
08-24 19:21:08,5,3,1
08-24 19:21:07,1,0,2
08-24 19:21:07,1,0,2
08-24 19:21:05,11,14,1
08-24 19:21:05,4,12,2
08-24 19:21:04,9,3,1
08-24 19:20:56,6,4,2
08-24 19:20:55,2,13,1
08-24 19:20:54,11,9,2
08-24 19:20:53,9,8,2
08-24 19:20:53,1,11,2
08-24 19:20:53,1,11,2
08-24 19:20:53,4,9,1
08-24 19:20:53,0,4,2
08-24 19:20:52,3,6,1
08-24 19:20:52,2,15,1
08-24 19:20:51,3,5,1
08-24 19:20:49,3,4,2
08-24 19:20:48,15,1,2
08-24 19:20:47,12,3,1
08-24 19:20:47,12,3,1
08-24 19:20:47,12,7,1
08-24 19:20:46,15,2,1
08-24 19:20:44,12,12,1
08-24 19:20:43,14,7,1
08-24 19:20:42,2,1,2
08-24 19:20:42,12,11,2
08-24 19:20:41,5,14,1
08-24 19:20:41,5,11,1
08-24 19:20:39,6,2,1
08-24 19:20:39,3,4,1
08-24 19:20:39,9,11,1
08-24 19:20:38,10,14,2
08-24 19:20:37,1,7,1
08-24 19:20:37,14,13,1
08-24 19:20:36,0,13,2
08-24 19:20:35,11,0,2
08-24 19:20:35,9,15,2
08-24 19:20:32,7,8,1
08-24 19:20:31,6,3,2
08-24 19:20:30,9,8,2
08-24 19:20:28,5,9,1
08-24 19:20:27,1,7,1
08-24 19:20:26,8,7,1
08-24 19:20:26,0,0,1
08-24 19:20:25,11,13,1
08-24 19:20:20,8,0,2
08-24 19:20:19,1,9,1
08-24 19:20:15,7,3,2
08-24 19:20:15,9,2,2
08-24 19:20:14,9,1,1
08-24 19:20:13,5,11,1
08-24 19:20:11,11,7,2
08-24 19:20:11,4,5,2
08-24 19:20:10,11,9,1
08-24 19:20:10,7,2,2
08-24 19:20:10,3,14,1
08-24 19:20:10,2,0,1
08-24 19:20:09,2,1,2
08-24 19:20:08,12,14,2
08-24 19:20:04,9,2,2
08-24 19:20:02,15,12,2
08-24 19:20:02,12,0,1
08-24 19:20:01,1,1,2
08-24 19:20:00,5,7,1
08-24 19:19:57,14,9,1
08-24 19:19:57,4,0,2
08-24 19:19:56,12,6,2
08-24 19:19:56,5,1,1
08-24 19:19:55,9,12,2
08-24 19:19:54,2,0,2
08-24 19:19:53,8,12,1
08-24 19:19:52,11,13,1
08-24 19:19:51,0,5,2
08-24 19:19:49,1,0,2
08-24 19:19:48,12,4,1
08-24 19:19:48,11,11,1
08-24 19:19:48,9,8,2
08-24 19:19:47,1,11,2
08-24 19:19:47,9,0,2
08-24 19:19:46,0,0,1
08-24 19:19:45,2,10,2
08-24 19:19:45,10,0,1
08-24 19:19:38,1,7,2
08-24 19:19:37,0,2,2
08-24 19:19:37,7,7,2
08-24 19:19:33,8,1,2
08-24 19:19:32,3,0,1
08-24 19:19:31,11,10,2
08-24 19:19:31,1,12,1
08-24 19:19:28,15,0,1
08-24 19:19:26,2,10,2
08-24 19:19:23,12,11,2
08-24 19:19:22,5,15,2
08-24 19:19:22,7,9,1
08-24 19:19:21,11,3,1
08-24 19:19:20,12,7,1
08-24 19:19:19,0,4,2
08-24 19:19:17,12,7,1
08-24 19:19:15,14,8,2
08-24 19:19:15,10,14,2
08-24 19:19:14,12,12,1
08-24 19:19:11,3,9,2
08-24 19:19:11,3,5,2
08-24 19:19:09,9,3,2
08-24 19:19:08,1,11,2
08-24 19:19:07,11,3,2
08-24 19:19:06,9,5,2
08-24 19:19:05,12,7,2
08-24 19:19:05,1,8,2
08-24 19:19:05,1,13,2
08-24 19:19:03,3,4,2
08-24 19:19:00,2,15,1
08-24 19:18:59,12,3,2
08-24 19:18:59,11,13,1
08-24 19:18:57,12,15,2
08-24 19:18:57,11,14,1
08-24 19:18:56,13,4,2
08-24 19:18:52,10,7,1
08-24 19:18:50,5,3,1
08-24 19:18:48,5,11,1
08-24 19:18:43,11,9,1
08-24 19:18:43,2,0,1
08-24 19:18:43,1,9,1
08-24 19:18:42,0,7,1
08-24 19:18:42,9,11,2
08-24 19:18:42,12,7,1
08-24 19:18:41,15,9,2
08-24 19:18:40,9,0,2
08-24 19:18:39,6,2,1
08-24 19:18:37,6,3,2
08-24 19:18:35,0,0,2
08-24 19:18:34,2,1,1
08-24 19:18:34,1,9,2
08-24 19:18:34,9,2,2
08-24 19:18:34,9,1,1
08-24 19:18:33,14,13,2
08-24 19:18:33,14,13,2
08-24 19:18:32,9,6,1
08-24 19:18:30,13,11,1
08-24 19:18:28,7,8,2
08-24 19:18:26,5,14,2
08-24 19:18:26,2,7,2
08-24 19:18:25,8,0,1
08-24 19:18:25,9,2,2
08-24 19:18:24,1,7,1
08-24 19:18:25,8,0,1
08-24 19:18:25,9,2,2
08-24 19:18:24,1,7,1
08-24 19:18:24,2,0,2
08-24 19:18:21,11,14,2
08-24 19:18:17,7,10,2
08-24 19:18:17,5,9,1
08-24 19:18:17,3,6,1
08-24 19:18:16,11,0,1
08-24 19:18:14,12,1,1
08-24 19:18:13,9,8,2
08-24 19:18:11,1,0,2
08-24 19:18:08,5,14,2
08-24 19:18:08,4,5,1
08-24 19:18:05,2,1,1
08-24 19:18:05,8,7,2
08-24 19:18:04,11,13,2
08-24 19:18:04,2,13,1
08-24 19:18:03,0,0,1
08-24 19:18:03,9,12,1
08-24 19:18:03,15,0,1
08-24 19:18:02,14,1,1
08-24 19:17:59,6,2,1
08-24 19:17:58,6,0,2
08-24 19:17:58,9,15,2
08-24 19:17:56,2,10,2
08-24 19:17:53,9,4,2
08-24 19:17:53,9,4,2
08-24 19:17:52,1,12,2
08-24 19:17:51,1,7,1
08-24 19:17:50,0,2,1
08-24 19:17:49,10,7,1
08-24 19:17:46,11,7,2
08-24 19:17:46,0,0,1
08-24 19:17:45,12,0,1
08-24 19:17:45,12,6,1
08-24 19:17:44,2,10,2
08-24 19:17:44,1,8,2
08-24 19:17:44,12,12,1
08-24 19:17:42,0,13,1
08-24 19:17:40,5,3,2
08-24 19:17:39,9,8,2
08-24 19:17:39,14,8,2
08-24 19:17:34,12,7,1
08-24 19:17:34,1,1,1
08-24 19:17:32,15,1,2
08-24 19:17:31,0,5,1
08-24 19:17:29,2,11,2
08-24 19:17:29,5,15,2
08-24 19:17:28,11,3,1
08-24 19:17:28,3,5,2
08-24 19:17:26,10,7,2
08-24 19:17:26,9,3,2
08-24 19:17:25,7,4,2
08-24 19:17:23,9,0,2
08-24 19:17:17,10,4,1
08-24 19:17:17,3,0,2
08-24 19:17:16,7,9,1
08-24 19:17:11,4,4,2
08-24 19:17:11,1,9,1
08-24 19:17:11,5,11,1
08-24 19:17:11,10,1,1
08-24 19:17:10,9,2,1
08-24 19:17:08,5,11,1
08-24 19:17:07,9,1,1
08-24 19:17:07,9,8,1
08-24 19:17:07,1,11,2
08-24 19:17:06,11,3,2
08-24 19:17:05,2,0,1
08-24 19:17:02,11,11,1
08-24 19:17:00,11,9,1
08-24 19:16:59,8,12,1
08-24 19:16:59,13,11,2
08-24 19:16:58,7,2,2
08-24 19:16:57,1,9,2
08-24 19:16:56,1,7,2
08-24 19:16:55,0,4,2
08-24 19:16:54,3,9,2
08-24 19:16:53,15,12,2
08-24 19:16:52,12,15,1
08-24 19:16:51,1,11,2
08-24 19:16:51,9,5,1
08-24 19:16:49,5,1,2
08-24 19:16:48,15,9,2
08-24 19:16:48,10,0,1
08-24 19:16:47,11,3,1
08-24 19:16:45,4,3,2
08-24 19:16:43,11,10,1
08-24 19:16:43,12,14,2
08-24 19:16:41,6,0,2
08-24 19:16:41,1,5,1
08-24 19:16:41,11,1,1
08-24 19:16:38,4,1,1
08-24 19:16:38,12,7,1
08-24 19:16:37,0,0,2
08-24 19:16:34,12,7,2
08-24 19:16:34,14,8,1
08-24 19:16:34,8,1,1
08-24 19:16:31,3,4,2
08-24 19:16:31,3,4,2
08-24 19:16:30,9,4,1
08-24 19:16:30,0,0,1
08-24 19:16:27,1,7,2
08-24 19:16:24,2,1,2
08-24 19:16:23,9,15,1
08-24 19:16:22,9,11,2
08-24 19:16:19,6,2,1
08-24 19:16:18,9,8,2
08-24 19:16:14,1,13,2
08-24 19:16:11,2,7,1
08-24 19:16:10,11,0,1
08-24 19:16:10,12,1,1
08-24 19:16:09,2,11,1
08-24 19:16:08,6,9,1
08-24 19:16:06,2,0,2
08-24 19:16:05,12,0,2
08-24 19:16:04,14,1,1
08-24 19:16:02,11,15,1
08-24 19:15:58,1,12,1
08-24 19:15:57,6,2,1
08-24 19:15:57,12,6,1
08-24 19:15:57,10,4,1
08-24 19:15:56,14,3,2
08-24 19:15:55,2,1,1
08-24 19:15:54,9,4,2
08-24 19:15:53,4,5,2
08-24 19:15:51,0,5,2
08-24 19:15:51,10,7,2
08-24 19:15:48,9,5,2
08-24 19:15:47,11,13,1
08-24 19:15:47,1,1,2
08-24 19:15:47,12,12,1
08-24 19:15:44,9,2,2
08-24 19:15:42,9,6,1
08-24 19:15:40,0,7,1
08-24 19:15:38,2,3,2
08-24 19:15:38,5,9,1
08-24 19:15:35,14,8,2
08-24 19:15:34,14,1,1
08-24 19:15:34,12,14,2
08-24 19:15:31,0,1,2
08-24 19:15:31,7,2,1
08-24 19:15:30,11,3,2
08-24 19:15:30,8,0,1
08-24 19:15:30,9,8,1
08-24 19:15:29,12,5,2
08-24 19:15:27,11,1,1
08-24 19:15:26,0,0,2
08-24 19:15:26,1,11,2
08-24 19:15:26,0,8,1
08-24 19:15:22,12,7,2
08-24 19:15:22,4,3,2
08-24 19:15:20,14,13,1
08-24 19:15:19,2,10,1
08-24 19:15:18,15,11,2
08-24 19:15:18,11,7,2
08-24 19:15:18,3,4,1
08-24 19:15:16,2,6,2
08-24 19:15:14,12,7,2
08-24 19:15:13,0,0,2
08-24 19:15:13,6,1,2
08-24 19:15:10,7,7,1
08-24 19:15:07,1,11,1
08-24 19:15:07,0,0,2
08-24 19:15:03,5,15,2
08-24 19:15:01,0,13,2
08-24 19:15:00,9,5,2
08-24 19:15:00,9,2,2
08-24 19:14:59,1,8,2
08-24 19:14:59,6,0,1
08-24 19:14:59,0,13,1
08-24 19:14:58,10,7,2
08-24 19:14:56,10,1,1
08-24 19:14:56,14,8,1
08-24 19:14:55,5,2,1
08-24 19:14:52,11,3,2
08-24 19:14:52,9,2,1
08-24 19:14:51,9,4,2
08-24 19:14:49,9,3,2
08-24 19:14:48,4,4,1
08-24 19:14:45,11,3,1
08-24 19:14:45,1,2,2
08-24 19:14:41,13,11,1
08-24 19:14:41,3,11,1
08-24 19:14:40,6,3,2
08-24 19:14:37,3,0,1
08-24 19:14:37,12,15,1
08-24 19:14:37,7,8,1
08-24 19:14:35,1,13,1
08-24 19:14:35,11,15,1
08-24 19:14:33,15,9,2
08-24 19:14:31,1,9,2
08-24 19:14:30,5,7,2
08-24 19:14:30,1,15,1
08-24 19:14:28,13,4,2
08-24 19:14:28,10,0,1
08-24 19:14:27,4,5,1
08-24 19:14:26,0,1,1
08-24 19:14:26,9,15,1
08-24 19:14:25,0,5,2
08-24 19:14:24,1,12,2
08-24 19:14:23,14,1,1
08-24 19:14:22,0,12,1
08-24 19:14:22,1,5,1
08-24 19:14:21,5,11,1
08-24 19:14:19,5,3,2
08-24 19:14:18,12,7,2
08-24 19:14:18,2,0,1
08-24 19:14:18,3,9,1
08-24 19:14:14,1,7,2
08-24 19:14:13,1,8,1
08-24 19:14:11,12,5,1
08-24 19:14:11,9,11,2
08-24 19:14:06,9,3,1
08-24 19:14:05,1,11,2
08-24 19:14:04,2,1,1
08-24 19:14:02,11,13,1
08-24 19:14:01,10,7,1
08-24 19:13:57,1,12,2
08-24 19:13:55,2,11,1
08-24 19:13:51,1,7,2
08-24 19:13:50,0,7,2
08-24 19:13:50,9,5,1
08-24 19:13:50,3,4,1
08-24 19:13:49,0,8,2
08-24 19:13:49,2,1,2
08-24 19:13:47,12,12,1
08-24 19:13:47,8,9,1
08-24 19:13:47,0,1,2
08-24 19:13:46,5,1,1
08-24 19:13:44,1,7,2
08-24 19:13:40,4,4,2
08-24 19:13:39,11,7,1
08-24 19:13:37,11,9,2
08-24 19:13:35,6,2,1
08-24 19:13:31,3,0,1
08-24 19:13:30,9,8,1
08-24 19:13:30,2,7,2
08-24 19:13:29,11,14,1
08-24 19:13:28,1,1,2
08-24 19:13:28,2,3,1
08-24 19:13:26,11,10,1
08-24 19:13:25,14,1,2
08-24 19:13:21,1,0,2
08-24 19:13:21,11,0,1
08-24 19:13:21,4,2,1
08-24 19:13:20,9,2,2
08-24 19:13:20,8,0,2
08-24 19:13:19,7,7,1
08-24 19:13:19,11,3,2
08-24 19:13:17,0,13,1
08-24 19:13:13,0,0,2
08-24 19:13:11,5,2,1
08-24 19:13:09,5,9,2
08-24 19:13:08,9,5,2
08-24 19:13:07,5,15,2
08-24 19:13:07,10,1,1
08-24 19:13:07,10,14,2
08-24 19:13:03,11,15,1
08-24 19:13:02,0,0,2
08-24 19:13:02,6,3,2
08-24 19:13:01,11,3,2
08-24 19:12:59,9,3,1
08-24 19:12:58,1,12,2
08-24 19:12:57,12,5,2
08-24 19:12:56,0,1,1
08-24 19:12:55,4,3,2
08-24 19:12:55,7,8,1
08-24 19:12:53,0,13,1
08-24 19:12:53,5,10,2
08-24 19:12:53,5,10,2
08-24 19:12:51,2,1,2
08-24 19:12:50,5,3,2
08-24 19:12:49,4,8,2
08-24 19:12:48,9,2,2
08-24 19:12:47,14,3,2
08-24 19:12:45,3,9,1
08-24 19:12:41,9,4,2
08-24 19:12:40,14,4,2
08-24 19:12:38,1,5,1
08-24 19:12:34,0,0,1
08-24 19:12:34,11,13,1
08-24 19:12:34,1,3,1
08-24 19:12:33,9,6,1
08-24 19:12:31,11,13,2
08-24 19:12:29,1,12,2
08-24 19:12:29,12,14,2
08-24 19:12:28,10,11,1
08-24 19:12:27,9,3,1
08-24 19:12:26,5,1,2
08-24 19:12:25,1,15,1
08-24 19:12:23,5,11,2
08-24 19:12:23,10,0,1
08-24 19:12:22,2,0,1
08-24 19:12:22,12,5,1
08-24 19:12:21,14,8,1
08-24 19:12:21,10,7,2
08-24 19:12:16,0,1,2
08-24 19:12:16,1,11,2
08-24 19:12:12,14,13,1
08-24 19:12:11,14,7,1
08-24 19:12:11,7,1,2
08-24 19:12:10,2,6,2
08-24 19:12:10,7,7,1
08-24 19:12:10,11,1,1
08-24 19:12:06,15,9,2
08-24 19:12:05,9,2,1
08-24 19:12:05,2,10,1
08-24 19:12:04,11,0,1
08-24 19:12:04,11,9,1
08-24 19:12:03,12,7,1
08-24 19:12:03,12,12,2
08-24 19:12:02,1,2,1
08-24 19:12:00,11,10,1
08-24 19:11:59,0,5,1
08-24 19:11:56,1,13,2
08-24 19:11:56,7,1,2
08-24 19:11:55,8,9,2
08-24 19:11:53,0,12,2
08-24 19:11:53,1,0,1
08-24 19:11:51,3,11,2
08-24 19:11:51,2,1,2
08-24 19:11:49,8,7,2
08-24 19:11:49,0,13,1
08-24 19:11:47,9,2,2
08-24 19:11:46,11,3,1
08-24 19:11:45,8,11,2
08-24 19:11:44,3,10,1
08-24 19:11:44,10,14,2
08-24 19:11:40,9,5,1
08-24 19:11:37,9,14,2
08-24 19:11:36,3,0,1
08-24 19:11:35,8,11,2
08-24 19:11:35,9,3,2
08-24 19:11:34,13,10,2
08-24 19:11:34,1,12,2
08-24 19:11:32,1,8,1
08-24 19:11:32,8,0,2
08-24 19:11:31,2,3,1
08-24 19:11:30,12,7,2
08-24 19:11:28,10,14,2
08-24 19:11:28,9,15,1
08-24 19:11:28,9,15,1
08-24 19:11:27,1,0,2
08-24 19:11:25,12,15,2
08-24 19:11:23,0,7,1
08-24 19:11:20,11,14,1
08-24 19:11:19,14,1,1
08-24 19:11:18,0,9,2
08-24 19:11:18,11,7,2
08-24 19:11:17,7,11,2
08-24 19:11:16,6,3,2
08-24 19:11:16,4,8,2
08-24 19:11:16,5,15,2
08-24 19:11:15,14,1,2
08-24 19:11:14,11,3,2
08-24 19:11:14,9,5,2
08-24 19:11:12,0,8,2
08-24 19:11:12,3,8,2
08-24 19:11:11,3,9,1
08-24 19:11:11,1,9,2
08-24 19:11:10,9,15,1
08-24 19:11:07,5,3,2
08-24 19:11:06,5,1,2
08-24 19:10:58,2,0,1
08-24 19:10:58,9,0,2
08-24 19:10:57,5,2,2
08-24 19:10:55,11,13,1
08-24 19:10:54,14,4,1
08-24 19:10:50,0,5,1
08-24 19:10:46,11,0,1
08-24 19:10:45,9,0,2
08-24 19:10:44,9,3,1
08-24 19:10:44,4,11,2
08-24 19:10:42,9,2,2
08-24 19:10:42,11,13,2
08-24 19:10:39,11,10,1
08-24 19:10:39,1,11,1
08-24 19:10:36,12,7,1
08-24 19:10:34,14,7,1
08-24 19:10:33,11,13,1
08-24 19:10:33,0,0,1
08-24 19:10:33,14,3,2
08-24 19:10:31,15,9,2
08-24 19:10:31,1,15,1
08-24 19:10:31,0,12,2
08-24 19:10:31,6,9,1
08-24 19:10:30,2,11,1
08-24 19:10:30,1,7,1
08-24 19:10:29,8,7,1
08-24 19:10:27,6,1,1
08-24 19:10:25,11,1,2
08-24 19:10:24,11,3,2
08-24 19:10:24,2,10,2
08-24 19:10:22,9,2,2
08-24 19:10:22,2,1,1
08-24 19:10:20,7,1,2
08-24 19:10:19,6,0,2
08-24 19:10:19,9,2,2
08-24 19:10:19,9,4,2
08-24 19:10:17,5,12,1
08-24 19:10:16,2,6,1
08-24 19:10:15,12,5,1
08-24 19:10:13,10,11,1
08-24 19:10:12,2,7,2
08-24 19:10:12,12,7,2
08-24 19:10:11,1,1,2
08-24 19:10:10,1,5,1
08-24 19:10:09,1,7,2
08-24 19:10:07,1,13,2
08-24 19:10:06,12,5,1
08-24 19:10:06,0,13,1
